timestamp,service,endpoint,http_method,http_status,response_time_ms,error_flag,environment,request_id,trace_id,span_id,payload_size_bytes,cpu_usage_percent,memory_usage_mb,log_level,error_message,Browser,Operating System
2025-04-10T23:55:31.869779,Notification,/api/notifications/<notification_id>/read,PATCH,500,108.58,True,on-premises,2f037d93-66a6-4df3-a844-2b68842382d5,930cb34f-064d-44fe-93c0-f61a871e27db,9d4af5df-80b9-41bd-991f-c03ccc7c2409,1741,66.0,455.17,ERROR,Authentication failed,Safari 85.6.6,Windows 14.3
2025-04-10T23:55:57.869779,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,404,183.92,True,multi-cloud,86781aa6-5c9d-4f2d-9774-e8b493457b40,1a80e386-9433-4f20-9dbc-d5b79849cfe2,e0d2e920-e886-4dc2-ba78-d4ddb39986b5,3372,64.12,91.47,ERROR,Authentication failed,Opera 99.5.9,macOS 10.6
2025-04-10T23:56:33.869779,Order,/api/orders/<order_id>,GET,503,245.68,True,multi-cloud,6549ec9a-fa66-4adc-8e6b-60842d0c2fcb,6b5e9e7b-d450-4307-89db-5abe0774215b,dea5cef7-ea15-4bca-b8f2-bae508cac5cb,1218,21.34,35.01,WARN,Timeout error,Opera 92.1.3,macOS 11.5
2025-04-10T23:56:46.869779,Payment,/api/payments/charge,POST,400,207.97,True,on-premises,6b152be3-bcdd-4217-921b-7598f0734926,66034ebb-3985-438c-8420-f0b1177023f9,2cfc3003-1fc6-4266-8c56-225377856ce8,1546,72.43,208.68,ERROR,Null pointer exception,Firefox 79.9.4,Android 15.0
2025-04-10T23:56:49.869779,Order,/api/orders/<order_id>/cancel,PATCH,404,253.86,True,on-premises,50db3637-2782-46d0-8183-2bfaad37a989,41f28e49-1561-4853-b8ec-9adcfbcae225,e001c39a-8bba-41a5-8ba1-32f21a892c4b,514,56.51,439.29,WARN,Timeout error,Chrome 75.0.7,Linux 11.0
2025-04-10T23:57:06.869779,Restaurant,/api/restaurants/<restaurant_id>/menu/update,PATCH,400,203.21,True,multi-cloud,8a896de4-0559-4177-b655-ea1775f3c981,62f63cd8-443e-40ef-b303-89d89a94e92b,88cc94c5-6de4-43d9-9782-a573e14a8a56,4538,41.21,421.87,ERROR,Database connection failed,Edge 97.3.1,macOS 12.4
2025-04-10T23:57:10.869779,Order,/api/orders/create,POST,400,283.14,True,cloud,9db29da2-bb8b-45f5-9827-e1a2cebf37c5,557f1dc0-147d-4a75-9b66-dccdc109e046,d644e5d4-8e1d-4e81-9cb1-f41707498891,4707,27.23,204.08,WARN,Invalid request payload,Chrome 87.0.6,Windows 10.8
2025-04-10T23:57:29.869779,User,/api/users/<user_id>/update,PATCH,200,133.4,False,cloud,e3d3aebf-ce63-4447-aa27-c376d56a154d,595bbd2e-14e6-495c-a14c-77a8c36372ef,bde160ea-1867-4ab1-a5e7-01f49b912640,4730,34.98,323.64,INFO,,Edge 95.2.9,macOS 11.9
2025-04-10T23:57:37.869779,Restaurant,/api/restaurants,POST,200,218.03,False,multi-cloud,70f46bea-9373-4a9c-beef-5f67b98b0b8b,9ef73168-e99b-4ae5-aae0-f213eead8627,d7d097fd-f871-4eb0-b463-afa2f911a9c8,3507,86.1,116.68,WARN,,Edge 89.2.6,iOS 12.6
2025-04-10T23:57:40.869779,Payment,/api/payments/refund,POST,200,166.81,False,on-premises,b205d198-a841-40b7-b78d-a47bf5cbbbae,c667c8fb-ba07-4af8-b8a0-96ce61c50a7e,a5902487-db36-4198-a487-3d7696c38b6b,3218,20.1,464.74,WARN,,Chrome 84.6.4,Android 14.9
2025-04-10T23:57:51.869779,Notification,/api/notifications/send,POST,200,100.78,False,on-premises,fa360de2-dad6-46e5-93db-4929b52116b8,e1dbbff5-2dfd-48a1-9d73-6ee117878d60,4acc4bbd-fd0c-4875-9350-d90aa8ebd2cf,4360,57.13,353.91,INFO,,Safari 73.2.3,iOS 10.3
2025-04-10T23:57:54.869779,Notification,/api/notifications/<notification_id>/read,PATCH,400,89.02,True,on-premises,707aa438-cac5-41c9-b2b0-a472cfabe27e,b9e3e1d1-bbb5-4778-92f2-52ee22851cf3,95859de3-a2ef-4551-a3ee-3c37d198c86c,594,19.44,496.47,WARN,Null pointer exception,Opera 73.9.8,Linux 14.7
2025-04-10T23:57:56.869779,Notification,/api/notifications/user/<user_id>,GET,500,68.3,True,multi-cloud,0fb0bb79-f2af-42a6-8b38-e218514c19ef,aa26e13c-1f20-4190-950b-a6d69b2b9720,d3066a4e-4863-46b7-8d9a-b661498dc616,3101,72.58,113.03,WARN,Authentication failed,Safari 100.0.8,iOS 10.6
2025-04-10T23:57:57.869779,Delivery,/api/deliveries/<delivery_id>,GET,400,306.19,True,multi-cloud,20497bf7-0640-486c-a3e6-9e1f6341e836,dc8d0e60-961f-4255-b644-8b7c4fcb5887,3ebe79fc-45ce-4b56-8cdd-2b32c452f3fa,4478,77.46,112.53,ERROR,Invalid request payload,Opera 95.0.0,Android 15.8
2025-04-10T23:57:59.869779,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,500,1039.26,True,multi-cloud,826cf193-9340-47b8-82b7-474ef3d0708f,93aac375-3dc8-46eb-ba65-004372e694da,7f981729-f75e-49ee-af8f-a9ac56d54ace,4240,70.61,388.61,ERROR,Authentication failed,Firefox 97.6.1,Android 13.2
2025-04-10T23:58:03.869779,Order,/api/orders/<order_id>/cancel,PATCH,500,211.69,True,on-premises,93770733-1308-49b7-8e29-8294eee1748f,f2797ed7-582d-48b4-b6b2-63d2f1d39634,11520553-822d-487c-a05f-2a005b3b44dc,1390,51.87,388.12,ERROR,Null pointer exception,Safari 93.7.5,Windows 12.1
2025-04-10T23:58:27.869779,User,/api/users/<user_id>/update,PATCH,503,147.61,True,on-premises,e877e7a1-60f4-4a42-96e0-85176982c628,12570c31-075c-424a-a180-b7b92e894081,9f75b9e5-f65c-4c90-a592-e6bd679e6de4,1424,65.64,34.4,WARN,Authentication failed,Opera 79.4.7,Linux 11.9
2025-04-10T23:58:30.869779,Order,/api/orders/<order_id>/update_status,PATCH,200,1419.71,False,multi-cloud,de4dc9fd-9a50-4c0f-898d-571f04206ec3,50f8ab69-c8ac-4d3e-937b-19649f87a9e1,f6b0ba2a-c5f2-46bd-af91-eda8ec999143,2148,70.93,379.74,INFO,,Safari 100.8.9,macOS 14.5
2025-04-10T23:58:30.869779,Order,/api/orders/<order_id>,GET,404,188.21,True,cloud,035c0c50-6e9f-4588-8167-7bd31ae75e8f,b877d5f1-3170-4648-b884-3fd4d3026fda,e9ba945e-1640-4799-b043-0b7de53b5f8c,2997,84.33,480.79,ERROR,Invalid request payload,Opera 97.7.0,Linux 10.9
2025-04-10T23:58:46.869779,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,503,296.59,True,cloud,a6bb96e4-b84c-4a75-886d-3488215ad6be,b6fdb520-5d9b-478c-afba-add2d022a157,8c377703-2959-4433-bc8a-4b07f695454d,4798,79.74,293.18,ERROR,Null pointer exception,Firefox 75.2.6,Linux 15.7
2025-04-10T23:59:01.869779,Order,/api/orders/<order_id>/reorder,POST,404,216.68,True,multi-cloud,6bd508f0-66d4-4f52-972a-090a52d613ab,e5ff8be4-f1f9-4b1a-9238-d81390b24116,5c6218c6-0870-44bc-adfa-d83d3e1a8152,3997,75.91,444.75,WARN,Null pointer exception,Firefox 82.3.3,Linux 11.2
2025-04-10T23:59:07.869779,Notification,/api/notifications/<notification_id>/read,PATCH,500,116.17,True,cloud,9bec7e0b-6692-4f84-afdb-c32870249324,d1b26615-0b90-4813-a048-17b6caf8d919,23d10229-052d-4b3c-b317-fb2da6efa9cc,4517,74.44,424.33,ERROR,Authentication failed,Safari 85.7.0,Linux 12.6
2025-04-10T23:59:12.869779,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,400,217.09,True,cloud,cc6d53ac-e4af-4704-8014-20a6bb51066b,a430a0a4-2392-412b-bac7-2d34bcc6f305,d5cf0a77-15ac-47ed-a957-c586e817a68b,2990,27.11,150.07,ERROR,Invalid request payload,Opera 98.8.0,iOS 15.6
2025-04-10T23:59:14.869779,Notification,/api/notifications/<notification_id>/read,PATCH,201,574.34,False,multi-cloud,bd84ce4f-14a9-465d-a197-ea986e6f0372,5f25fe87-241a-4ccd-b2a9-06703ae1a7c9,3e0e5437-1e23-4a87-a616-2517933a3953,3481,40.64,100.54,INFO,,Opera 95.6.3,Linux 11.6
2025-04-10T23:59:19.869779,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,404,171.47,True,on-premises,091e1aeb-6898-4065-8f73-93bca9e13aa8,760309f2-c6ef-4317-b71c-2a12295988ad,69fd7eac-cf11-402b-adee-99fe972731ae,3437,19.5,275.13,WARN,Authentication failed,Chrome 70.8.1,Android 14.9
2025-04-10T23:59:23.869779,Delivery,/api/deliveries/<delivery_id>,GET,404,338.52,True,multi-cloud,83f23d3f-e097-47b2-b0f1-6edd92cdaef5,45ce912c-edd9-4a1c-86b0-e1604481a3e4,9cffc101-72b7-4714-abfe-64e00eded1d5,2020,19.88,97.91,WARN,Database connection failed,Firefox 74.2.8,iOS 14.9
2025-04-10T23:59:25.869779,Payment,/api/payments/charge,POST,404,216.76,True,cloud,25350ab3-2971-4f3b-bd4a-2980579f1ae8,17caec98-49ba-4843-949c-62e5090854c0,444d7e05-1eb6-4dec-9210-33842bbfe187,4600,65.85,125.66,WARN,Invalid request payload,Opera 90.9.4,Windows 12.6
2025-04-10T23:59:25.869779,User,/api/users/<user_id>/update,PATCH,503,822.61,True,multi-cloud,b172820d-b9d6-498e-8f28-13e0baed286a,4939698a-13d6-46d5-892c-3eb3ef098df4,be7c224f-0d3b-40f6-9547-0b6f5c2f4847,1747,75.63,95.27,WARN,Timeout error,Safari 93.9.8,iOS 15.7
2025-04-10T23:59:27.869779,Restaurant,/api/restaurants,POST,500,195.02,True,multi-cloud,a4b189cf-a285-49f9-8d99-e1edc0f96ac5,0f32e7c0-dfbd-4fd3-90cb-c76bcbac5564,8c272907-4826-4a8d-9e0a-221bc8884626,728,46.93,219.36,WARN,Database connection failed,Edge 86.6.8,Android 10.6
2025-04-10T23:59:34.869779,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,400,308.1,True,on-premises,4c088a2b-0d85-42dc-95d3-e00dd24bc63c,7a926cd2-79af-4f36-ab51-85ad3bac1b64,c3e47868-a87b-461f-856f-0b9a3dd372bc,1482,67.67,139.82,WARN,Authentication failed,Edge 98.2.3,macOS 10.4
2025-04-10T23:59:34.869779,User,/api/users/login,POST,404,136.3,True,multi-cloud,79a76f4c-55f1-489a-ae6b-57712d8558dc,e1ce671a-5be9-4e84-8574-57456211cd88,0dbb7264-bfb2-44af-b35d-c28567884a33,2349,16.35,59.94,WARN,Timeout error,Safari 96.1.6,Windows 15.9
2025-04-10T23:59:37.869779,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,404,287.03,True,cloud,a42d81c6-c97c-4deb-8e5a-f9b6fa88b9ab,06b6cf7f-5acf-49db-a7e6-6a92a996695e,b82dbce7-cf37-485f-956d-c19abfe6127d,3343,44.78,471.34,WARN,Authentication failed,Firefox 84.9.5,macOS 11.3
2025-04-10T23:59:38.869779,Notification,/api/notifications/user/<user_id>,GET,200,107.61,False,multi-cloud,aa964ea0-9971-4354-b090-0b8f444fedad,e3cd5668-c95a-4c46-a642-bc7f3d2ef697,d0aa4abc-43f7-47ac-b5b8-e7e0cd0074ea,4050,72.24,427.13,INFO,,Firefox 90.0.1,Windows 11.4
2025-04-10T23:59:39.869779,Restaurant,/api/restaurants,GET,404,187.64,True,on-premises,170823a8-840b-4c13-976f-aea5d6854709,0636420c-da58-4e89-a43a-d7fd432ce807,e4bb3636-dfae-44e8-a860-cdb6cab8de93,2456,51.93,331.86,ERROR,Authentication failed,Opera 99.6.3,macOS 12.8
2025-04-10T23:59:53.869779,User,/api/users/login,POST,503,151.89,True,multi-cloud,c19145e5-575c-4880-a204-beb746b8894f,81678d9f-acb2-4847-a8a4-80884f5c6d4f,f301b293-1a7a-4549-ab41-8ec6860ece17,3369,29.98,271.03,ERROR,Authentication failed,Edge 71.5.6,iOS 12.5
2025-04-11T00:00:00.869779,Restaurant,/api/restaurants/<restaurant_id>,GET,404,194.58,True,on-premises,9588436c-5b50-4a87-b32c-369faac02877,66d51ef8-300a-4483-8c98-6a2e6d728f20,a395eec0-bca9-4e4d-a2a3-9ddf19d4ad86,3462,73.69,111.69,ERROR,Database connection failed,Safari 86.1.6,macOS 13.0
2025-04-11T00:00:01.869779,Order,/api/orders/<order_id>/reorder,POST,500,234.79,True,on-premises,fbae3c56-e886-455f-8f8f-f1f32d0acf89,3401f466-cee2-4f62-ad67-9d69cb378ad2,02d6ec0a-c715-4fc4-8b8d-0811f5c97107,3690,60.81,77.94,WARN,Null pointer exception,Chrome 70.5.9,Android 12.8
2025-04-11T00:00:04.869779,User,/api/users/register,POST,503,127.22,True,multi-cloud,e76317ae-10e9-4e83-b073-4ec6e88b2201,142ccc42-034e-4efe-8d20-8ff7588a9427,5b0afbc1-86be-44bc-965a-67de6f6b97cb,1594,66.08,254.74,WARN,Database connection failed,Opera 99.5.6,Android 15.8
2025-04-11T00:00:08.869779,Restaurant,/api/restaurants,GET,400,216.67,True,multi-cloud,3bb5f325-9950-4c34-b405-232a2e6eea1d,400c012e-469c-4fe7-b4d1-9a3292a91547,9cfeac5f-c66c-4c75-af9a-fed733098db1,3544,25.72,124.69,ERROR,Null pointer exception,Firefox 75.5.6,macOS 12.8
2025-04-11T00:00:10.869779,Notification,/api/notifications/send,POST,400,98.38,True,on-premises,53571634-d259-46be-b849-d042119b73f4,a2bb7181-9256-4724-bf00-fb5fe2911312,6c3efe90-a9c7-4f56-9052-53e35d1247b2,3679,34.36,446.79,ERROR,Null pointer exception,Edge 93.2.0,macOS 15.9
2025-04-11T00:00:18.869779,Order,/api/orders/<order_id>/cancel,PATCH,500,227.09,True,on-premises,7cc03501-c320-4906-9fbe-bf64c205c54b,352a4e92-82c8-4700-996e-f036ea2484b3,885a761c-e431-4e87-ba98-9380138f2389,4933,69.41,259.36,ERROR,Invalid request payload,Firefox 79.9.8,Linux 14.6
2025-04-11T00:00:25.869779,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,503,303.28,True,multi-cloud,4eeb3c82-75fe-4360-a00d-7f949d94597a,e285cd0c-1d2d-4286-b8b1-5f7a9c292184,acb042db-b69c-42b2-8696-b4a3a19e47d8,3001,78.21,353.33,ERROR,Null pointer exception,Chrome 75.2.5,Android 11.0
2025-04-11T00:00:27.869779,User,/api/users/<user_id>,GET,201,148.32,False,cloud,56af9f84-798f-47c4-817d-238c736495a1,8d982326-b1c7-419c-947c-bf486b761e2c,d19d8441-c4b0-47bc-9621-4806412cde3b,1489,13.65,392.74,INFO,,Safari 86.2.1,macOS 10.1
2025-04-11T00:00:53.869779,Delivery,/api/deliveries/create,POST,200,340.92,False,cloud,bc569994-d986-4b07-bb44-41fe4338fb32,2977bb2d-d9ed-4208-8ba0-21556cb10a92,b3c0b98a-0239-46d4-8b6e-67001de58220,1248,84.44,61.96,WARN,,Firefox 99.2.7,Android 11.6
2025-04-11T00:01:07.869779,User,/api/users/register,POST,503,141.29,True,on-premises,a5ee1ebf-b129-4356-9e3b-975bdb017a05,69dc1464-e58f-4a34-9315-16b48ab45b84,a3278387-d3f3-4bc4-a154-4d9f9245bff3,3851,53.32,57.73,WARN,Database connection failed,Safari 74.8.2,Windows 13.6
2025-04-11T00:01:15.869779,Order,/api/orders/user/<user_id>,GET,201,217.28,False,multi-cloud,69b8e917-7160-4df5-8b16-271b2b3e291d,1aa84cb7-701c-401c-ab7c-75bd71eeb164,424c50be-02e7-47ac-a47d-230468afc495,901,13.92,122.26,INFO,,Safari 92.6.2,iOS 10.5
2025-04-11T00:01:26.869779,Notification,/api/notifications/<notification_id>/read,PATCH,400,97.46,True,on-premises,41fabdcf-1a69-4721-a90f-39a9129a8a93,1e86722e-a7f4-4e62-ac5a-cf0fbfc2b748,5fa10b16-fdaf-4bda-9912-11db88036749,1977,28.6,251.81,WARN,Invalid request payload,Firefox 83.0.5,Windows 13.1
2025-04-11T00:01:26.869779,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,200,194.59,False,multi-cloud,8f6833ce-a8d7-4c30-827d-f9fd2990f926,649492a9-69d9-41fd-90af-87745edf5de8,12bf9820-6446-4ed1-b61d-c695fc6ee911,1181,63.66,491.96,INFO,,Chrome 75.8.9,Linux 10.6
2025-04-11T00:01:27.869779,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,200,195.68,False,on-premises,8cdc25f2-563c-41a2-9321-07654d70d5bf,2a902c97-75d7-4d99-b224-84a0f2d13be3,fff56033-1e6c-4e59-bd5d-c85313fcf3d3,4942,53.65,194.55,INFO,,Edge 90.9.6,Android 15.2
2025-04-11T00:01:43.869779,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,503,240.27,True,on-premises,25bbcf0c-86b3-476e-bc7f-0de8e2b60b04,424387db-0f4e-4ff8-9183-64f427cf8d40,d226eca5-944e-4c51-83f8-847eea645c30,1762,26.11,407.87,ERROR,Authentication failed,Chrome 88.2.6,Windows 13.6
2025-04-11T00:01:49.869779,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,404,203.59,True,on-premises,c134638d-35d6-4d64-8af6-d31f6db6f62d,fcc8ae67-72c2-406b-b1d4-ceeaadc00d31,1d8f2b50-1294-4702-b014-ede856ebac73,4404,56.84,267.59,ERROR,Null pointer exception,Opera 100.5.5,Windows 10.6
2025-04-11T00:01:54.869779,Order,/api/orders/<order_id>/cancel,PATCH,404,224.61,True,cloud,36996fc4-0a9f-4ab7-b5fe-6e32234c4033,719ebe88-16d0-48ff-ba22-160c426c0696,2e65611e-6734-435e-8ce8-c60ce60c0239,2272,23.9,94.09,ERROR,Null pointer exception,Safari 79.8.9,Android 15.6
2025-04-11T00:02:00.869779,Payment,/api/payments/<transaction_id>,GET,400,201.97,True,multi-cloud,fade33e5-5c8b-4acc-bb23-99ca10f347a3,6cfd06ff-b6c6-4715-a492-560ddb7b6488,fb7d5737-c416-4280-abab-2a97fcf6d240,1311,86.15,370.58,WARN,Timeout error,Chrome 87.3.6,Linux 13.4
2025-04-11T00:02:01.869779,User,/api/users/register,POST,404,154.01,True,multi-cloud,00a3b8e0-1e08-482c-ba76-b4678419d8d6,99faaede-51a9-45f2-89fe-4e400b8b4e52,7ed5b54f-56b3-4e36-89f2-5d29f4dc37ee,909,67.36,211.84,ERROR,Invalid request payload,Firefox 92.7.9,macOS 13.4
2025-04-11T00:02:24.869779,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,503,310.43,True,on-premises,e3a737e0-1a24-40ed-a08e-ad8f1d8a628c,ec5b5aab-163b-4a51-b6f9-f09b7bbd94b9,e37970f2-e2fd-45a4-85d3-a03783e8a55d,4201,13.65,38.45,ERROR,Invalid request payload,Opera 76.8.4,Android 11.8
2025-04-11T00:02:50.869779,User,/api/users/register,POST,500,790.35,True,multi-cloud,da21886b-76c0-4b19-b9bb-a28c26696ba5,c3305801-780c-4988-b76c-4943709b6e21,e6378308-eeba-42f4-906c-af354bc3c005,4508,29.81,255.63,ERROR,Authentication failed,Opera 96.7.1,Linux 10.9
2025-04-11T00:02:55.869779,Order,/api/orders/<order_id>/reorder,POST,404,272.19,True,multi-cloud,80833dc4-54eb-4dcf-8698-c0e1c2b6cabe,014516ac-8882-4e2a-8d93-8a36b34f5a71,9a2df3a8-a14a-40b4-9343-af74ad76f1b7,2775,22.54,486.67,ERROR,Invalid request payload,Opera 78.3.5,macOS 15.2
2025-04-11T00:03:03.869779,Delivery,/api/deliveries/<delivery_id>,GET,404,264.9,True,on-premises,fb2df8c7-7cf3-4320-a9fa-888a28e9998c,8b5d2179-f8b4-412f-9dc3-802498596e66,5469e562-89cc-4477-bdb8-1b0ae65164dd,522,45.89,221.99,ERROR,Authentication failed,Safari 88.5.7,macOS 15.4
2025-04-11T00:03:09.869779,Order,/api/orders/create,POST,201,258.08,False,on-premises,b9baa8e6-c868-49c7-86d7-a9fde3b68c01,8bc2eb43-befe-4f14-8661-966b4ec80f75,dc89b58a-bc68-4852-951b-14218292f735,1982,51.83,240.19,WARN,,Edge 90.7.0,macOS 15.0
2025-04-11T00:03:16.869779,Delivery,/api/deliveries/<delivery_id>,GET,200,1607.96,False,on-premises,799498e4-3704-497b-b5ac-5589f1bbe640,f6334ec6-539f-4238-ae7b-93ffc9366e2b,7624719c-da75-4dbe-b478-fd3175a849f8,2291,84.23,115.73,INFO,,Firefox 71.9.2,macOS 15.8
2025-04-11T00:03:29.869779,Restaurant,/api/restaurants,GET,201,219.84,False,cloud,db858760-40e4-42ff-8d85-58404350ad81,c05b6801-98b7-4ba3-9b97-fea8b5a5cbfe,2ec40ca5-737a-4994-b870-711800e78189,3083,79.96,157.13,INFO,,Firefox 92.1.1,Linux 15.3
2025-04-11T00:03:36.869779,Delivery,/api/deliveries/<delivery_id>/tracking,GET,200,320.15,False,cloud,896c1e47-da5a-4d7d-a3c2-9e632b6a69c7,2b838d04-ce59-4b76-b067-f66c4e7a2370,cd3e0c4b-3233-4661-9deb-8baacd35298e,946,28.47,192.85,INFO,,Firefox 93.6.5,iOS 10.7
2025-04-11T00:03:43.869779,User,/api/users/<user_id>/update,PATCH,201,141.57,False,on-premises,aa8ce588-3744-40b2-86b8-e310c7fe9be4,4777fea4-fafc-4c94-920b-d19e8d12d470,71fe04c4-8f45-4438-884d-01fa6a8bc782,3917,14.74,433.93,WARN,,Firefox 74.6.1,macOS 12.7
2025-04-11T00:03:55.869779,Notification,/api/notifications/send,POST,200,109.54,False,cloud,5092e44f-8960-4065-a0d7-48dc4725df87,1ecc4dc7-0fd3-4308-a64d-c3b53293480a,93268fc1-d8bb-49a0-9450-ed6b34af18c3,1797,49.17,388.88,INFO,,Firefox 89.6.6,Android 13.7
2025-04-11T00:04:02.869779,Payment,/api/payments/<transaction_id>/update_status,PATCH,500,187.06,True,on-premises,4e6445e1-21c8-4cd7-984c-cb1c69ebe5ff,e97403a8-9ed0-4c7f-86b4-0a78ef3464e7,81f12c25-b5df-4440-a9cc-917dfbd115dc,635,41.98,386.74,ERROR,Authentication failed,Edge 78.1.0,Windows 10.4
2025-04-11T00:04:22.869779,Order,/api/orders/<order_id>/cancel,PATCH,200,262.86,False,on-premises,a4ca2de1-ae8c-4824-83d7-c2730b9de875,ab3b1e20-10ab-4cd0-a415-f814e5e4d864,265b0971-8afb-4a8d-bca5-02c542d62374,1243,84.65,219.56,INFO,,Safari 70.6.1,macOS 15.0
2025-04-11T00:04:27.869779,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,500,350.81,True,cloud,d38559a0-cd03-4daf-96e0-63a9b4423021,0b8066c7-ab9f-4bfe-9a44-d3c7cc2c4c33,0ec6ccf1-67fe-4f19-a74a-83369d8f75dd,860,77.4,39.73,ERROR,Database connection failed,Chrome 87.6.2,Windows 11.8
2025-04-11T00:04:37.869779,Order,/api/orders/<order_id>/update_status,PATCH,404,201.86,True,on-premises,881fc3c1-ded4-4f86-aa79-8783680592c6,b0362f45-a288-435d-8634-b87de88b3b58,43bc41c1-84ab-4bd2-9a85-ee704492c38c,4987,62.92,297.41,ERROR,Authentication failed,Firefox 100.5.2,Android 15.4
2025-04-11T00:04:38.869779,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,500,185.52,True,cloud,07032d6c-ccbc-4df3-913d-d9a417f466e7,ac4994e9-4663-4629-8825-77c196f8e5df,313139fb-d093-4648-be15-efae747be043,532,18.18,234.83,WARN,Invalid request payload,Firefox 81.3.6,iOS 13.6
2025-04-11T00:04:40.869779,Order,/api/orders/<order_id>/update_status,PATCH,200,236.02,False,cloud,3be19cb2-bc6e-448e-992f-d1e5db90491d,15e5abc8-aff3-45de-96b5-d67e18f74e03,83118ad1-e79e-4b13-b2ef-41e5bb6f400a,4340,46.19,149.77,INFO,,Safari 79.7.9,iOS 12.3
