timestamp,service,endpoint,method,environment,status_code,response_time_ms,error,request_id
2025-04-01T01:31:22.579908,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,multi-cloud,201,173.17,False,RE_598716
2025-04-01T01:31:30.579908,Order,/api/orders/user/<user_id>,GET,on-premises,201,276.97,False,OR_388161
2025-04-01T01:31:33.579908,Payment,/api/payments/charge,POST,cloud,200,191.33,False,PA_616771
2025-04-01T01:32:43.579908,User,/api/users/<user_id>,GET,cloud,200,139.0,False,US_527387
2025-04-01T01:32:48.579908,Notification,/api/notifications/user/<user_id>,GET,cloud,201,97.45,False,NO_237717
2025-04-01T01:34:47.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,on-premises,200,225.8,False,RE_494583
2025-04-01T01:35:40.579908,Payment,/api/payments/refund,POST,multi-cloud,201,179.19,False,PA_989765
2025-04-01T01:36:02.579908,Order,/api/orders/<order_id>/update_status,PATCH,cloud,200,250.35,False,OR_910874
2025-04-01T01:36:18.579908,Notification,/api/notifications/user/<user_id>,GET,multi-cloud,503,108.18,True,NO_228232
2025-04-01T01:37:15.579908,Notification,/api/notifications/<notification_id>/read,PATCH,multi-cloud,200,98.62,False,NO_744167
2025-04-01T01:42:24.579908,Notification,/api/notifications/user/<user_id>,GET,multi-cloud,201,104.3,False,NO_767542
2025-04-01T01:43:03.579908,Order,/api/orders/<order_id>/reorder,POST,multi-cloud,201,226.66,False,OR_890546
2025-04-01T01:44:18.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,79.58,False,NO_276076
2025-04-01T01:44:22.579908,Notification,/api/notifications/send,POST,on-premises,201,110.73,False,NO_429793
2025-04-01T01:46:32.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,101.6,False,NO_219735
2025-04-01T01:46:35.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,on-premises,503,210.28,True,RE_283675
2025-04-01T01:47:00.579908,Restaurant,/api/restaurants/<restaurant_id>,GET,cloud,200,169.75,False,RE_417348
2025-04-01T01:47:46.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,93.96,False,NO_291475
2025-04-01T01:48:06.579908,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,cloud,200,203.68,False,RE_996880
2025-04-01T01:50:23.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,multi-cloud,200,237.44,False,DE_132733
2025-04-01T01:50:46.579908,Payment,/api/payments/<transaction_id>,GET,on-premises,201,167.53,False,PA_351459
2025-04-01T01:50:54.579908,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,on-premises,200,297.31,False,DE_618349
2025-04-01T01:55:15.579908,Notification,/api/notifications/send,POST,multi-cloud,200,472.03,False,NO_233515
2025-04-01T01:56:21.579908,Restaurant,/api/restaurants,POST,multi-cloud,200,196.83,False,RE_391444
2025-04-01T01:56:57.579908,Order,/api/orders/user/<user_id>,GET,on-premises,400,288.29,True,OR_153947
2025-04-01T01:58:16.579908,User,/api/users/register,POST,cloud,200,138.19,False,US_352764
2025-04-01T01:58:36.579908,User,/api/users/register,POST,cloud,201,165.16,False,US_141090
2025-04-01T01:59:04.579908,Payment,/api/payments/refund,POST,on-premises,201,183.08,False,PA_664685
2025-04-01T01:59:29.579908,User,/api/users/login,POST,multi-cloud,201,157.55,False,US_430929
2025-04-01T01:59:39.579908,Order,/api/orders/<order_id>/cancel,PATCH,on-premises,201,253.52,False,OR_170313
2025-04-01T02:01:51.579908,Notification,/api/notifications/send,POST,cloud,201,100.48,False,NO_363579
2025-04-01T02:02:23.579908,Restaurant,/api/restaurants,POST,cloud,200,193.29,False,RE_545101
2025-04-01T02:07:44.579908,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,on-premises,200,210.08,False,RE_580721
2025-04-01T02:07:58.579908,Order,/api/orders/create,POST,on-premises,201,235.72,False,OR_521909
2025-04-01T02:10:39.579908,Payment,/api/payments/<transaction_id>,GET,cloud,201,179.84,False,PA_899666
2025-04-01T02:10:45.579908,User,/api/users/register,POST,on-premises,201,130.12,False,US_616123
2025-04-01T02:12:21.579908,Restaurant,/api/restaurants/<restaurant_id>,GET,cloud,503,168.76,True,RE_787220
2025-04-01T02:13:37.579908,Notification,/api/notifications/<notification_id>/read,PATCH,cloud,200,84.26,False,NO_994498
2025-04-01T02:15:43.579908,Order,/api/orders/create,POST,cloud,400,259.28,True,OR_564008
2025-04-01T02:15:50.579908,Order,/api/orders/<order_id>/update_status,PATCH,multi-cloud,201,227.76,False,OR_573125
2025-04-01T02:18:08.579908,Restaurant,/api/restaurants,POST,on-premises,201,128.64,False,RE_286240
2025-04-01T02:19:55.579908,Payment,/api/payments/charge,POST,multi-cloud,200,636.16,False,PA_928952
2025-04-01T02:20:19.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/update,PATCH,cloud,201,172.45,False,RE_250262
2025-04-01T02:21:11.579908,Restaurant,/api/restaurants,GET,on-premises,201,234.32,False,RE_796595
2025-04-01T02:22:09.579908,Order,/api/orders/user/<user_id>,GET,on-premises,201,230.72,False,OR_802965
2025-04-01T02:23:10.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,cloud,400,212.06,True,PA_478496
2025-04-01T02:30:25.579908,Order,/api/orders/create,POST,cloud,201,243.47,False,OR_338389
2025-04-01T02:35:09.579908,Notification,/api/notifications/user/<user_id>,GET,on-premises,200,287.68,False,NO_811131
2025-04-01T02:36:33.579908,User,/api/users/<user_id>,GET,cloud,200,151.59,False,US_421184
2025-04-01T02:36:52.579908,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,multi-cloud,200,284.98,False,DE_784647
2025-04-01T02:38:44.579908,Order,/api/orders/create,POST,multi-cloud,200,1166.48,False,OR_187388
2025-04-01T02:39:17.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,multi-cloud,200,279.05,False,DE_643385
2025-04-01T02:42:48.579908,User,/api/users/login,POST,cloud,201,121.94,False,US_318134
2025-04-01T02:42:56.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,cloud,500,318.96,True,DE_751406
2025-04-01T02:43:46.579908,Order,/api/orders/create,POST,cloud,201,270.7,False,OR_132154
2025-04-01T02:44:08.579908,Order,/api/orders/<order_id>/reorder,POST,on-premises,400,261.93,True,OR_712492
2025-04-01T02:46:52.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,multi-cloud,201,296.32,False,DE_563556
2025-04-01T02:49:25.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,on-premises,201,314.6,False,DE_829630
2025-04-01T02:49:26.579908,Order,/api/orders/<order_id>/update_status,PATCH,cloud,201,1409.31,False,OR_109540
2025-04-01T02:50:54.579908,Order,/api/orders/<order_id>/update_status,PATCH,on-premises,200,251.57,False,OR_391999
2025-04-01T02:52:10.579908,Order,/api/orders/create,POST,cloud,200,221.8,False,OR_325314
2025-04-01T03:00:01.579908,User,/api/users/<user_id>/update,PATCH,multi-cloud,201,142.96,False,US_891743
2025-04-01T03:01:35.579908,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,multi-cloud,200,169.27,False,RE_278936
2025-04-01T03:02:25.579908,User,/api/users/<user_id>,GET,on-premises,200,147.73,False,US_549395
2025-04-01T03:03:04.579908,User,/api/users/login,POST,on-premises,200,171.08,False,US_658986
2025-04-01T03:04:32.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,multi-cloud,201,162.11,False,PA_563547
2025-04-01T03:06:49.579908,Order,/api/orders/create,POST,cloud,200,265.82,False,OR_875435
2025-04-01T03:07:47.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,99.97,False,NO_107906
2025-04-01T03:12:52.579908,User,/api/users/register,POST,cloud,201,172.56,False,US_481915
2025-04-01T03:13:57.579908,User,/api/users/login,POST,on-premises,200,146.08,False,US_550062
2025-04-01T03:15:30.579908,User,/api/users/<user_id>/update,PATCH,on-premises,201,154.21,False,US_964266
2025-04-01T03:15:35.579908,Payment,/api/payments/<transaction_id>,GET,multi-cloud,201,160.79,False,PA_421909
2025-04-01T03:16:22.579908,Notification,/api/notifications/send,POST,cloud,200,106.32,False,NO_840829
2025-04-01T03:16:48.579908,Payment,/api/payments/refund,POST,on-premises,200,177.58,False,PA_656701
2025-04-01T03:17:09.579908,Notification,/api/notifications/user/<user_id>,GET,multi-cloud,200,117.96,False,NO_773034
2025-04-01T03:20:54.579908,Payment,/api/payments/charge,POST,on-premises,201,148.41,False,PA_305550
2025-04-01T03:25:24.579908,Order,/api/orders/<order_id>/update_status,PATCH,cloud,201,247.58,False,OR_638884
2025-04-01T03:26:58.579908,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,multi-cloud,200,308.49,False,DE_961291
2025-04-01T03:27:04.579908,User,/api/users/register,POST,multi-cloud,201,143.35,False,US_752026
2025-04-01T03:27:12.579908,Delivery,/api/deliveries/<delivery_id>/tracking,GET,cloud,200,321.35,False,DE_994751
2025-04-01T03:28:58.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,103.42,False,NO_765220
2025-04-01T03:30:31.579908,Order,/api/orders/<order_id>/cancel,PATCH,multi-cloud,200,266.68,False,OR_887494
2025-04-01T03:33:00.579908,Notification,/api/notifications/user/<user_id>,GET,multi-cloud,201,101.2,False,NO_243326
2025-04-01T03:36:17.579908,Order,/api/orders/create,POST,multi-cloud,201,259.57,False,OR_296582
2025-04-01T03:39:05.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/update,PATCH,multi-cloud,200,209.2,False,RE_817148
2025-04-01T03:40:16.579908,Order,/api/orders/create,POST,on-premises,200,242.98,False,OR_178781
2025-04-01T03:41:10.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,multi-cloud,201,197.13,False,RE_386103
2025-04-01T03:41:17.579908,Payment,/api/payments/refund,POST,on-premises,201,215.04,False,PA_371830
2025-04-01T03:42:04.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,multi-cloud,201,322.6,False,DE_918007
2025-04-01T03:42:29.579908,Order,/api/orders/user/<user_id>,GET,cloud,200,266.22,False,OR_675278
2025-04-01T03:42:40.579908,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,multi-cloud,503,186.01,True,RE_286717
2025-04-01T03:43:18.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,multi-cloud,404,199.77,True,RE_182989
2025-04-01T03:50:31.579908,Notification,/api/notifications/user/<user_id>,GET,cloud,201,102.83,False,NO_598685
2025-04-01T03:50:31.579908,Notification,/api/notifications/user/<user_id>,GET,cloud,200,102.3,False,NO_276072
2025-04-01T03:51:04.579908,User,/api/users/<user_id>/update,PATCH,on-premises,200,146.66,False,US_681780
2025-04-01T03:51:22.579908,User,/api/users/<user_id>,GET,multi-cloud,201,139.84,False,US_953049
2025-04-01T03:52:01.579908,Order,/api/orders/<order_id>/update_status,PATCH,cloud,201,1171.8,False,OR_134911
2025-04-01T03:52:30.579908,Payment,/api/payments/charge,POST,cloud,200,178.87,False,PA_801692
2025-04-01T03:53:31.579908,Notification,/api/notifications/send,POST,cloud,200,101.96,False,NO_749991
2025-04-01T03:58:08.579908,Payment,/api/payments/<transaction_id>,GET,cloud,201,202.19,False,PA_904449
2025-04-01T03:58:31.579908,Notification,/api/notifications/user/<user_id>,GET,cloud,400,85.04,True,NO_793206
2025-04-01T03:58:44.579908,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,on-premises,200,268.53,False,DE_594509
2025-04-01T04:00:46.579908,Notification,/api/notifications/user/<user_id>,GET,cloud,200,105.78,False,NO_546438
2025-04-01T04:02:37.579908,Restaurant,/api/restaurants/<restaurant_id>,GET,multi-cloud,201,178.53,False,RE_247977
2025-04-01T04:02:51.579908,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,cloud,200,305.88,False,DE_655941
2025-04-01T04:03:34.579908,User,/api/users/<user_id>,GET,multi-cloud,200,157.56,False,US_323536
2025-04-01T04:04:02.579908,Restaurant,/api/restaurants/<restaurant_id>/menu/<menu_item_id>,DELETE,multi-cloud,201,214.65,False,RE_260928
2025-04-01T04:05:27.579908,Payment,/api/payments/<transaction_id>,GET,on-premises,201,196.03,False,PA_706791
2025-04-01T04:05:30.579908,User,/api/users/<user_id>,GET,cloud,201,957.32,False,US_228322
2025-04-01T04:05:48.579908,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,on-premises,200,177.78,False,RE_737144
2025-04-01T04:06:46.579908,User,/api/users/login,POST,cloud,201,129.45,False,US_893853
2025-04-01T04:08:49.579908,Payment,/api/payments/charge,POST,cloud,201,153.19,False,PA_620551
2025-04-01T04:10:18.579908,Payment,/api/payments/<transaction_id>/update_status,PATCH,multi-cloud,201,906.37,False,PA_860674
2025-04-01T04:11:05.579908,Restaurant,/api/restaurants/<restaurant_id>,GET,on-premises,200,217.2,False,RE_650719
2025-04-01T04:13:18.579908,Notification,/api/notifications/<notification_id>/read,PATCH,on-premises,201,114.54,False,NO_760960
2025-04-01T04:15:09.579908,Delivery,/api/deliveries/<delivery_id>,GET,cloud,404,287.81,True,DE_769648
