timestamp,service,endpoint,http_method,http_status,response_time_ms,error_flag,environment,request_id,trace_id,span_id,payload_size_bytes,cpu_usage_percent,memory_usage_mb,log_level,error_message
2025-04-01T18:17:08.559519,Payment,/api/payments/<transaction_id>,GET,201,191.66,False,on-premises,dc44de8e-7b54-4a33-97c6-9af3f2670736,f8e6fe06-272a-48c7-8308-27acb1c2ac3b,20a5f614-f6e4-4146-9ad2-44e6b6e93a20,3287,32.23,131.2,WARN,
2025-04-01T18:17:17.559519,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,201,200.71,False,multi-cloud,e5e2c914-53e7-4198-a1c5-3bfec69aaa69,a540c01a-003c-4980-ad53-7d335964266f,d16d34a2-c8c8-4aab-a502-1a65546055ea,677,71.72,473.37,WARN,
2025-04-01T18:18:29.559519,Restaurant,/api/restaurants,GET,200,200.1,False,cloud,0d0bb46c-7809-4417-b550-45d51862d872,e43cdc8d-1f55-46de-a7eb-a14531bd06ee,605adf1b-c070-401b-805b-31b8a6891c5b,3572,62.36,353.25,WARN,
2025-04-01T18:18:52.559519,Delivery,/api/deliveries/<delivery_id>,GET,201,314.77,False,multi-cloud,fb839013-ad43-4814-9534-58d194a46364,64f3c406-8a0c-489b-9e65-72c59aaf5ab6,ce789ee6-257d-4bf3-bda7-74a4aab0e52d,2500,89.54,340.75,INFO,
2025-04-01T18:23:54.559519,Order,/api/orders/<order_id>/reorder,POST,201,254.98,False,cloud,291da78f-c3d5-45b4-a0e7-4ee6a2f36b13,a44e4878-f04a-4bfd-9786-64451745b709,efdc39fb-9126-402d-a700-c813f3250a34,3019,18.32,279.01,INFO,
2025-04-01T18:24:40.559519,Payment,/api/payments/refund,POST,200,173.5,False,cloud,5ca39a22-5761-4771-ae63-9fbdd6d0039d,751adf5e-81bb-456b-b7f3-cc2ffcf17a74,3f2c5b5f-a310-4b77-9e6e-789721844034,1194,37.06,218.78,INFO,
2025-04-01T18:25:06.559519,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,200,179.58,False,multi-cloud,136cf995-b516-4d08-871f-bd259ed299f5,03325325-3815-4003-bd28-fef0a5adcf97,b9f62b61-29fc-40c3-a004-2c948bbed94c,1460,88.07,497.06,WARN,
2025-04-01T18:29:34.559519,Payment,/api/payments/<transaction_id>,GET,201,188.62,False,cloud,94659037-47b5-45f1-a481-d292a126089b,6cd59718-5a7d-4edf-82ef-a8554b01f927,a115f0dd-b6c1-4d13-9939-822b285bd30d,1217,27.26,447.27,WARN,
2025-04-01T18:33:47.559519,Delivery,/api/deliveries/create,POST,201,320.89,False,cloud,5e0140f9-142d-48fd-9c46-fedd06680eaa,9a07224d-6298-46de-a7db-f6efd34aacb2,25e32e3c-fac2-4d45-98e4-44ab49fdfa68,4548,19.48,365.37,INFO,
2025-04-01T18:35:44.559519,User,/api/users/<user_id>/update,PATCH,404,138.65,True,cloud,3b5fc559-fa52-47cc-ab3e-fc56be10549e,d5d66a72-4a9a-4243-bcec-66a8b9698e9e,11b3e4a7-e5e7-414f-aefe-da7333c980e5,2161,70.62,61.08,WARN,Authentication failed
2025-04-01T18:37:25.559519,Restaurant,/api/restaurants/<restaurant_id>/menu/add,POST,201,208.08,False,cloud,5d36112e-b5e1-42be-b54b-825a8f18bdd4,f165b89f-8926-4e14-b65d-bcbe92bae3ff,481454c5-a488-4934-aec3-a7cd7c2caf2a,4809,19.09,59.87,WARN,
2025-04-01T18:37:37.559519,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,200,309.23,False,cloud,6f5a0b04-4d12-441c-a3c8-c713053c8849,41f81066-6853-46b3-afd5-b6a1b6ad7f14,195be486-a262-4c9b-bcf2-374adac22ec1,4403,10.34,34.5,INFO,
2025-04-01T18:43:07.559519,Notification,/api/notifications/send,POST,400,113.67,True,cloud,c9c56dbf-3427-439f-9236-695f983025df,afe85360-fcda-4fa2-be7a-51d19e2edfcc,b0ff689a-263e-42cb-b9a5-0e34461c8635,2592,23.63,163.49,WARN,Database connection failed
2025-04-01T18:43:37.559519,Delivery,/api/deliveries/<delivery_id>/tracking,GET,201,248.61,False,cloud,cd08b5b5-2262-400c-890e-668e6a38fbc8,2d5fcfd6-972c-4230-9680-17e6aa7b0c17,df38c771-f21c-4d8d-a3e8-836da9c94753,1202,27.33,315.07,WARN,
2025-04-01T18:43:37.559519,Payment,/api/payments/refund,POST,400,179.32,True,multi-cloud,dcbecab3-a75a-4003-8b93-1e1cdb9aeb67,66c13ffc-17d2-43d1-bde0-b09ccd9c8c63,214dce9f-6557-4916-98e6-6df037bf306c,2517,71.04,336.23,ERROR,Null pointer exception
2025-04-01T18:46:09.559519,User,/api/users/login,POST,201,161.15,False,multi-cloud,06f1a00c-2b66-4fc9-bad8-fb127d157a34,7b3be33c-3528-4ce2-a9dd-676d6e34a021,35287084-493c-440a-a022-ea3a927ed236,2068,17.2,318.32,WARN,
2025-04-01T18:48:16.559519,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,201,346.94,False,cloud,ffe31a8c-2926-46ff-a5f7-70c3124f6cb3,09c6fadc-7608-4cc3-9ecb-1afc5b2e2178,db3672f0-14b4-4976-bbec-a5ad43504a48,829,71.05,112.34,WARN,
2025-04-01T18:48:24.559519,Notification,/api/notifications/user/<user_id>,GET,201,107.22,False,multi-cloud,191c5ade-6996-4cea-b6bf-1a58bd35204d,68f5858b-dea3-44ce-b434-a899de1a8138,ed41afdf-5371-4e28-8d10-cea449fdf87f,3316,45.05,268.59,WARN,
2025-04-01T18:49:09.559519,User,/api/users/register,POST,200,141.44,False,multi-cloud,fc041d19-1d4a-4930-8454-4949df3581db,03bdf153-1bc3-4844-9a7e-4e9ed78171f4,1f454f29-ffc3-45f7-aeb8-9dee8d484eeb,2437,14.16,420.02,WARN,
2025-04-01T18:49:35.559519,Notification,/api/notifications/send,POST,200,94.86,False,multi-cloud,d8fa2a6b-94c5-41a9-8eb0-29694e9c8a46,d54a2526-e60f-4975-98ea-9507a052f9e3,711644ad-3d9b-43c2-b929-419ffbaa2e54,2553,81.89,258.09,WARN,
2025-04-01T18:50:03.559519,Notification,/api/notifications/send,POST,201,94.83,False,cloud,873f2d13-dc4a-4635-b62a-4ad25bb379d4,f1114f6e-e336-4776-a50e-f57846c1c034,035c90a3-e083-4f25-ace9-346a63ba698e,3353,70.62,213.8,WARN,
2025-04-01T18:52:38.559519,Payment,/api/payments/<transaction_id>/update_status,PATCH,200,152.73,False,multi-cloud,f3775d14-b8d0-4d5a-8c5b-093482fc9ebc,cc08cdab-b85b-4d56-a2a0-e8a65e8c0a96,a4d6550e-d8de-4f32-8417-ec6b5d8aaaae,2169,53.71,382.67,WARN,
2025-04-01T18:53:24.559519,Restaurant,/api/restaurants/<restaurant_id>,GET,201,176.33,False,on-premises,17263fb7-41d5-49d9-980a-7f5e47ee8f58,a34a8577-aa0e-46a4-a69e-341342e3649f,2344d426-5229-47f8-ad6e-d7d4b3829ba2,1155,26.85,216.61,INFO,
2025-04-01T18:54:42.559519,Payment,/api/payments/<transaction_id>,GET,201,190.08,False,multi-cloud,9b4dedd3-01c6-4222-92f2-513b65a610ba,d5e3bfd6-4b18-49ff-8df0-c38a43a82f0f,a4b7dfab-f9cd-4eda-999e-979e531823a4,2484,26.47,55.41,INFO,
2025-04-01T18:55:22.559519,User,/api/users/login,POST,201,142.66,False,multi-cloud,ee386c3a-49f5-46c7-8634-3b3e8864f498,ae128894-49ed-421e-a23e-b2ed6147e919,2a6c85c8-6aff-4e8a-b8a3-bdfb20adc26a,2849,28.07,443.13,WARN,
2025-04-01T18:56:18.559519,Restaurant,/api/restaurants/<restaurant_id>,GET,200,1154.52,False,multi-cloud,25bf0456-0885-4282-84f3-184534295ca1,46928512-baa8-4d14-a160-a57cf689bc20,1a176e91-8aa3-4b65-bb52-98cc575961f6,4230,43.16,325.99,INFO,
2025-04-01T18:57:35.559519,Notification,/api/notifications/send,POST,200,104.97,False,multi-cloud,2edc29f9-bee6-4633-b017-411ea0d19108,105a864b-8e7a-4dd2-b690-8b0684ac7647,3c7b0f71-499d-4175-9731-c8b4e88f88a8,1339,64.14,449.32,INFO,
2025-04-01T18:59:41.559519,Notification,/api/notifications/<notification_id>/read,PATCH,200,104.73,False,multi-cloud,a2edf647-1c4a-42a3-b30d-1f84af010111,b313e00d-be3c-4e6b-9397-eb8b7bd195b5,bfa3bd82-243d-4f8d-a785-36938f177d0b,1384,18.22,309.73,INFO,
2025-04-01T19:00:32.559519,Payment,/api/payments/charge,POST,200,143.29,False,cloud,e959fba9-1a48-4230-bca2-b7152a69a939,9d7a0071-4738-4fe6-805e-054b9d842238,d633aa4e-014b-45b7-a250-8b1037c153f6,1351,31.0,102.98,WARN,
2025-04-01T19:02:09.559519,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,201,288.45,False,cloud,14c7adca-028e-40e6-b8ac-5cbdd79382d1,29df185a-92db-4cfd-ab29-269f3c15a5bf,4dacc63e-dcf6-4ce5-9f8d-5efd197d9746,1988,14.02,208.18,INFO,
2025-04-01T19:05:05.559519,Payment,/api/payments/refund,POST,200,162.38,False,multi-cloud,acaaaae8-a8e6-47dc-aa75-248373fe1220,43fa8181-5b7c-4a71-b697-6ea1a13822f7,d79aae9b-5162-46b4-afa3-742d4172fc50,3463,56.49,295.82,WARN,
2025-04-01T19:06:11.559519,Notification,/api/notifications/user/<user_id>,GET,201,556.56,False,on-premises,caae831c-a585-4830-8d92-6fd94aaba0f9,7ea410dc-dee4-42a3-bd26-b0e9dabcb8da,734600fe-78c8-4bcd-95ab-af4dad3f9b2b,4028,21.65,279.65,INFO,
2025-04-01T19:06:52.559519,Notification,/api/notifications/user/<user_id>,GET,201,87.55,False,multi-cloud,5cac3e84-1888-43e8-818e-282bc4140dad,611ea1c6-c571-4092-81f6-ee6f096349f9,54f7f8af-17fb-42ca-908f-b3b99b4e5b92,3349,38.18,431.91,INFO,
2025-04-01T19:08:02.559519,Payment,/api/payments/charge,POST,200,177.51,False,on-premises,2adc2ebd-0c32-45e7-8db1-bef0d2a3211d,b05af748-9e06-4c9c-881c-26dc8c5ad0ac,2d0ada3a-eb9e-4dbe-a4a5-5986c0919805,2128,67.28,359.62,WARN,
2025-04-01T19:11:59.559519,Payment,/api/payments/<transaction_id>,GET,201,201.4,False,multi-cloud,2a410c79-88a6-46d3-98e3-5b20c8a12ae9,bc040bcb-f503-4e15-bddf-f929a2d4f714,a4db6010-feeb-45fb-a2b1-b92151c57fe6,2677,19.5,259.86,WARN,
2025-04-01T19:12:16.559519,Order,/api/orders/<order_id>/cancel,PATCH,200,249.18,False,on-premises,a859c5e3-046f-486e-af3d-0f15700a4e0c,12fffe4a-fd9b-4909-b5f6-1de6aa8a2eb7,f6e7a672-abb2-4a6f-a3cb-1a88332d5385,959,31.32,214.44,WARN,
2025-04-01T19:22:56.559519,Payment,/api/payments/<transaction_id>,GET,201,189.39,False,cloud,7e7bb80e-3827-46a0-89f3-9abacbf056d2,0445f6f0-ee32-4dfd-87de-b404ec0a5ce2,cea0fb56-795c-4da8-a791-cb2a471782a6,891,79.26,186.0,INFO,
2025-04-01T19:23:44.559519,User,/api/users/<user_id>/update,PATCH,200,130.19,False,multi-cloud,9b3917b0-6a95-4c0c-b09e-d9c9425ae48f,8173a243-08d7-46fd-883b-f1d75802e9a5,4f53c9af-3531-412e-b357-72af8514fe92,843,35.25,175.74,WARN,
2025-04-01T19:23:58.559519,User,/api/users/<user_id>/update,PATCH,200,167.39,False,multi-cloud,e2110883-f5d9-4b7f-a303-e5d65abaecc6,4a39d05b-cd8f-4edd-ae29-3e7a783abb66,7434dd8d-b833-4cee-9219-05e59f97e912,4758,87.81,227.07,WARN,
2025-04-01T19:24:36.559519,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,201,284.66,False,cloud,677bd24e-54b1-47a0-97d0-39386530913a,9d4e736d-2a42-4659-b4d0-6cc54735796c,7ed548eb-5b43-407b-a843-3ae2bf232d1e,2684,11.63,250.76,INFO,
2025-04-01T19:24:40.559519,Delivery,/api/deliveries/<delivery_id>/mark_delivered,PATCH,201,338.35,False,on-premises,1c4cd616-7bc8-4b81-b660-275a93c60f07,133dad0e-80a2-4e9b-9601-bf2d2671a0bf,ebb9fb20-a3a2-485f-8535-097fa46bcb2a,1145,80.82,73.85,INFO,
2025-04-01T19:28:20.559519,Restaurant,/api/restaurants/<restaurant_id>/menu,GET,500,184.03,True,multi-cloud,589f3128-8a8b-4b82-b043-d62f4b76667e,de19b797-7076-469c-821b-a40312b69c3f,7c794816-d5e2-464d-ae52-732d131c306b,1589,31.63,401.59,ERROR,Timeout error
2025-04-01T19:28:27.559519,User,/api/users/login,POST,201,142.45,False,cloud,39a88ec4-23f5-4954-8ad2-50520e6e2b6a,99831cd7-9fb4-4da2-9cc7-9dfa2175ff2d,0b9ac354-49f4-425a-b798-126789be550a,4793,51.82,104.61,WARN,
2025-04-01T19:28:33.559519,Notification,/api/notifications/<notification_id>/read,PATCH,200,95.31,False,multi-cloud,a5294131-a3c3-4f53-9006-c2cbb625b434,e5deb761-0e37-4377-87ee-43094c4c5188,e3267107-c183-409c-abb5-472bf9dc2f60,2615,83.8,272.82,WARN,
2025-04-01T19:29:26.559519,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,201,319.36,False,cloud,5e72a831-8aa5-46c6-829b-73ddcc1c2770,6a59e333-d577-4dc1-850e-af3aec6ce14d,8739b87e-1c32-44bf-adc8-d866071bfb19,1556,45.27,270.87,WARN,
2025-04-01T19:31:45.559519,Order,/api/orders/user/<user_id>,GET,200,247.32,False,multi-cloud,90ff5e3c-1314-4b23-874c-6719ee1c56ce,66e6844f-8550-4af2-99b6-601f010db8d7,19c3f52c-8541-45dc-be75-57bf83af67a4,2268,86.85,75.65,INFO,
2025-04-01T19:32:50.559519,Restaurant,/api/restaurants,POST,201,190.81,False,multi-cloud,573ad89a-cda9-461c-8969-5bef381c4a51,6399eea0-c955-4458-ad85-99e5f02b0ba7,b3b2ac10-a379-4b40-b6bb-5a9a29ccac47,2633,39.57,126.42,INFO,
2025-04-01T19:34:14.559519,Payment,/api/payments/<transaction_id>/update_status,PATCH,201,799.95,False,cloud,bf195dd6-e5f0-48e8-996d-0a800f9de6a5,a1cab7bd-8f1d-4cab-9a49-ffc021ea9e8d,e6b28530-8f1c-430c-8465-17198a68023c,1871,10.04,468.75,WARN,
2025-04-01T19:34:23.559519,Delivery,/api/deliveries/<delivery_id>/mark_delivered,PATCH,200,286.13,False,cloud,880a65c8-e7d2-41b2-b5fa-04aebca69c45,992159ba-89d4-4ca8-8ae4-a6cc5e016391,46091392-b355-4ece-ad82-1c411eedc925,3577,58.24,493.84,WARN,
2025-04-01T19:37:29.559519,User,/api/users/<user_id>,GET,200,138.39,False,on-premises,1e615647-4b5b-48f1-8cd3-2bccc954b9a3,f4572dd2-831d-42be-b21c-bcf020d5ad7b,44fcde62-4882-4524-bcb6-007deb2d4196,1514,83.61,126.54,INFO,
2025-04-01T19:38:34.559519,Notification,/api/notifications/send,POST,200,105.04,False,multi-cloud,804fec81-9cca-42c4-b29a-292d53b94173,ce4a4fec-1966-422e-bcea-0edbb7253742,56e0d989-f858-45d8-be35-9f4f485b6283,2155,18.56,120.06,INFO,
2025-04-01T19:38:39.559519,Notification,/api/notifications/send,POST,201,102.86,False,cloud,254a97c4-4801-4c1c-8dd4-e0798a14b658,7ca147a0-8f8f-4846-b3fa-4c1fa2810668,14822efe-ba5e-4eb8-b3ad-0a6a109764b0,3345,81.59,240.79,INFO,
2025-04-01T19:38:51.559519,Delivery,/api/deliveries/<delivery_id>/update_location,PATCH,404,344.4,True,cloud,287f29a4-3fee-4bd9-a513-54c061665dfb,59bd2353-c0e3-4cf3-838e-06dc1e1f1bfd,19d1864d-d2a0-4e60-a03f-ab930cba7320,1828,79.51,114.07,ERROR,Invalid request payload
2025-04-01T19:39:33.559519,User,/api/users/<user_id>/update,PATCH,200,683.43,False,cloud,7f477543-c5d1-4be1-bfa0-382a9ccaaa08,845212da-e21b-497a-be77-8b20830c8f38,06e11ad3-d5ca-48f5-b807-efd195eaa0d6,3987,52.49,255.26,INFO,
2025-04-01T19:44:23.559519,Payment,/api/payments/<transaction_id>/update_status,PATCH,201,810.23,False,multi-cloud,404b72ad-c182-4e44-b073-7b72391642b5,25345efc-2cb0-4dc4-9ed1-264177a9afcd,939204ba-0d74-4e66-a1a7-8753d55fc161,2657,56.29,297.98,WARN,
2025-04-01T19:47:48.559519,User,/api/users/register,POST,201,131.23,False,multi-cloud,81ef2963-efce-458c-8354-bd5897e6b7a8,fdb610b2-94b4-4dbc-aa40-2be3e80ebaf8,6f2a7c62-585f-4351-b0f1-c460e2f6a20c,3609,31.59,110.06,INFO,
2025-04-01T19:48:55.559519,User,/api/users/register,POST,200,164.31,False,cloud,e0281266-4119-4a0c-bf9b-5c9b9ef80ba9,0f0b1490-5c18-4f36-86f0-6c2a9f5a481f,557bafd3-aa03-422a-a90b-617a0ef06964,1056,66.57,34.3,WARN,
2025-04-01T19:50:05.559519,Delivery,/api/deliveries/<delivery_id>/mark_delivered,PATCH,201,278.94,False,multi-cloud,04722880-492f-46f1-a185-96a0cf200c6d,ab1ca253-f03e-4ff4-b16b-02b0c861b283,732b6761-bb68-48b2-a650-3d3daab86ee9,2385,58.57,195.59,INFO,
2025-04-01T19:52:29.559519,Order,/api/orders/create,POST,200,236.39,False,on-premises,8d8295b0-c95a-4e46-8861-518c240b9fce,9a11d563-1963-4f57-9229-3e025b50d52f,21a84fd3-9771-4a04-be56-450ce6f46bcf,965,86.86,67.65,INFO,
2025-04-01T19:53:27.559519,Payment,/api/payments/charge,POST,200,175.94,False,cloud,8eba4f3d-e1ae-4486-9e23-c2891bee1e69,9e6057ed-09be-450c-a68d-50cbe113a94b,0720dabe-ed48-40a4-ad81-0f82584c635d,1264,84.11,428.89,INFO,
2025-04-01T19:53:29.559519,Restaurant,/api/restaurants,POST,201,237.94,False,multi-cloud,0001c8a7-f429-4972-a6b8-df8f1d14d098,57b930e9-0a0a-4582-bdee-6e5d588827d9,434f3300-c189-4f43-b8c9-0245f31ab72f,2533,87.01,454.09,WARN,
2025-04-01T19:53:55.559519,Payment,/api/payments/<transaction_id>,GET,201,169.17,False,on-premises,fb3ce9ef-6bbf-4abc-bb2f-151666d5a11a,2ef8e1a2-0976-4f0c-a529-e034acc47786,9164b404-562e-4351-b24c-85f435830657,861,10.28,392.43,WARN,
2025-04-01T19:56:47.559519,Delivery,/api/deliveries/create,POST,201,266.8,False,cloud,b5c73f56-6ddf-44c5-9daf-cb5799e40711,c4a97807-38e4-4c61-9587-a9a52c1c672a,4ebc1614-7891-49c7-9fb8-2bbca2785c7c,872,10.43,267.13,WARN,
2025-04-01T19:59:17.559519,User,/api/users/<user_id>/update,PATCH,201,153.41,False,multi-cloud,87379d81-6126-4015-9d33-f1e8d4b01729,65eb5869-5658-40ef-9d0a-c0ae9e1f7f37,7e8e5c64-3457-4e47-b4b8-5a05ebb59a2f,1168,39.99,43.25,INFO,
2025-04-01T20:00:03.559519,Notification,/api/notifications/<notification_id>/read,PATCH,201,99.28,False,multi-cloud,b227898b-e0b3-442b-9d94-a8de54305169,74b696aa-48b4-4e15-91c2-50be351011b2,12a9866d-92e0-4016-bd98-ad0f7b45ae71,1197,89.51,85.67,WARN,
2025-04-01T20:02:09.559519,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,201,1703.77,False,cloud,6f4e948b-9a30-4815-a4b1-e0d01ce1a65c,822e8777-94e7-4b81-bf0e-f4860abfd6f0,74a936f3-b154-43ea-a5ba-65f767a7a9fc,4561,79.55,65.19,WARN,
2025-04-01T20:02:38.559519,User,/api/users/<user_id>/update,PATCH,200,124.46,False,cloud,5d5dcb95-ac20-400b-a353-d0870e5896cc,b69a0352-7bf8-4894-855a-db7a0ad2733b,3ef4fd81-2dc4-4311-8714-75bd7a957c0a,1334,64.21,292.85,WARN,
2025-04-01T20:03:10.559519,User,/api/users/<user_id>,GET,200,151.07,False,multi-cloud,154092e0-419b-4f4a-b237-85fde675869e,e67be72d-ef8f-42ec-a985-29787d01798f,2fadd1e2-a385-4153-ac53-5da68d5ae13a,2776,25.66,69.29,WARN,
2025-04-01T20:05:44.559519,Payment,/api/payments/<transaction_id>,GET,201,192.28,False,on-premises,45847982-9eb4-4f1a-bfeb-a224d80b0759,e9c9379c-0a50-4655-975a-b19119fc52f0,390ad651-4240-42df-8efd-6bfa7d1ecfe1,4651,42.27,396.84,INFO,
2025-04-01T20:08:50.559519,Restaurant,/api/restaurants/<restaurant_id>/update,PATCH,201,193.79,False,multi-cloud,571262a2-2539-4a16-8e25-a71db3ebc885,c9e5cd46-8621-4561-ad98-6efb2a595359,9ee0830a-e613-4f77-b3f8-1f048b038e2d,2131,31.92,417.05,WARN,
2025-04-01T20:11:38.559519,Payment,/api/payments/refund,POST,200,178.26,False,cloud,9bc4132e-7ecb-462d-985c-8061971cb660,493b81a1-533d-4c75-a2c1-57d8efae135b,681cd217-65bb-410a-85b7-89ed9994d50e,979,33.84,76.41,INFO,
2025-04-01T20:13:13.559519,Restaurant,/api/restaurants,POST,201,230.76,False,cloud,bb72dd64-29b5-431e-9f4b-a644a3ff1e1e,bf85d1e8-8167-4366-a587-4594c8c78eff,b66f65b7-bd62-4087-82ce-d77d7b6fb902,4097,19.95,353.68,WARN,
2025-04-01T20:13:49.559519,Payment,/api/payments/charge,POST,201,187.43,False,multi-cloud,3aafac3d-e299-47b2-a481-19a525c96834,de29c9bb-af9c-49ea-9932-69c88021397e,58e1e606-0b05-4565-b497-dbe330d444a0,2171,37.22,97.52,WARN,
2025-04-01T20:14:01.559519,User,/api/users/login,POST,200,159.73,False,multi-cloud,3f85e49b-0ce3-4123-b352-b29f19306715,949af4ee-4411-4e48-a9a1-55c939176766,530a86bd-a4d4-4e14-a562-2e05d82b4487,4622,22.83,216.3,WARN,
2025-04-01T20:14:06.559519,Notification,/api/notifications/send,POST,200,113.69,False,multi-cloud,5e7abe15-dad5-4db7-94ca-065719e077ef,1bad7626-2c51-4e57-85ce-36a10aeae6d6,f52aa3e5-3f7c-4ca2-a20e-242da762de6a,4185,69.57,152.09,WARN,
2025-04-01T20:14:31.559519,Delivery,/api/deliveries/<delivery_id>/reassign,PATCH,200,310.85,False,on-premises,5a4f3e99-987a-400b-9393-8f5a2e1b99c7,d01dc936-8711-45dc-ac00-64c94dc88556,98a24038-5fda-4e26-8545-50711fcfba81,2228,31.17,68.16,INFO,
2025-04-01T20:16:06.559519,Order,/api/orders/<order_id>/update_status,PATCH,200,277.08,False,multi-cloud,18bede65-38ed-461c-a6d0-933f3be526e0,7d373927-75b6-4ec1-ad22-370b355b0d39,50567ff3-632b-4505-8169-1d602f592177,3999,54.47,52.04,WARN,
2025-04-01T20:18:24.559519,Delivery,/api/deliveries/<delivery_id>/update_status,PATCH,200,309.34,False,multi-cloud,0a023ed3-d602-48db-8c4d-2d2047406bff,b1bb94f6-0613-4f10-85b4-07c65b484855,3cdb8b64-af5b-4a09-a4d2-fb7d197abe60,2795,28.05,190.64,WARN,
2025-04-01T20:21:17.559519,Payment,/api/payments/<transaction_id>,GET,201,198.58,False,cloud,df9e329e-bef5-49c8-a972-c1319c8f0d27,a02cea6c-02d6-46f7-ab43-2aaea8092bee,462f4cc6-5aee-4cb7-bacd-b35ca348a455,2235,49.58,181.75,WARN,
2025-04-01T20:21:41.559519,Order,/api/orders/user/<user_id>,GET,201,281.79,False,cloud,94dc162f-73ff-4224-8ca2-bc8541f06260,ddbece55-d447-40fe-8fb1-1e8217d68aba,535b3b17-0edb-46f5-b3ad-826e270060fe,1457,49.58,471.31,WARN,
2025-04-01T20:22:01.559519,Delivery,/api/deliveries/create,POST,200,263.34,False,cloud,14d3704f-f411-4b08-b933-a519813d0f1f,07468501-c1e8-4217-befa-ddb5c73d579b,c01b890d-2973-4b25-8394-28e5bcc38ed2,1488,54.96,258.59,WARN,
2025-04-01T20:24:06.559519,Payment,/api/payments/<transaction_id>,GET,200,171.97,False,cloud,d5d02e76-9afa-493e-80a7-c9b7749644ef,3204cf74-f719-4c59-bf31-dcb8ff83ae3a,a48b3c3b-860c-44a9-9791-eb7cc9db2d09,2280,32.64,308.74,INFO,
2025-04-01T20:24:48.559519,Order,/api/orders/<order_id>/reorder,POST,201,261.85,False,cloud,a7f2ed65-ec64-47a7-b50d-cdf4c7e7b0d9,c19acc02-7831-471f-87b7-acbb7145bda3,b4ffe191-e122-4809-a3f8-41d735e15f4c,1790,66.94,465.84,INFO,
